"Species","Sex","Pop","Ages","lx","px","qx","Lx","Tx","ex"
"Loxodonta africana","Female","Samburu",26,0.339128673280137,0.939608260330886,0.060391739669114,0.329844147963654,5.15875781661888,15.2118007796925
"Loxodonta africana","Female","Samburu",27,0.318648102729071,1,0,0.318648102729071,4.82891366865522,15.1543775949012
"Loxodonta africana","Female","Samburu",28,0.318648102729071,0.967857142857143,0.0321428571428573,0.312553957764378,4.51026556592615,14.1543775949012
"Loxodonta africana","Female","Samburu",29,0.308405842284208,0.922536008740514,0.0774639912594864,0.299197199258992,4.19771160816177,13.6109989910419
"Loxodonta africana","Female","Samburu",30,0.28451549481313,1,0,0.28451549481313,3.89851440890278,13.7022920718723
"Loxodonta africana","Female","Samburu",31,0.28451549481313,0.976,0.0240000000000001,0.28032742672948,3.61399891408965,12.7022920718723
"Loxodonta africana","Female","Samburu",32,0.277687122937614,0.975409836065574,0.024590163934426,0.273817712208156,3.33367148736017,12.0051353195413
"Loxodonta africana","Female","Samburu",33,0.270858751062099,0.945396179066592,0.0546038209334077,0.261171351666586,3.05985377515202,11.296861420034
"Loxodonta africana","Female","Samburu",34,0.256068828320858,0.933353524864428,0.0666464751355715,0.247674447860015,2.79868242348543,10.9294147274288
"Loxodonta africana","Female","Samburu",35,0.239002743521177,0.980952380952381,0.0190476190476191,0.236920005327635,2.55100797562541,10.6735510146953
"Loxodonta africana","Female","Samburu",36,0.23445031031125,0.883567436737145,0.116432563262855,0.220937973270532,2.31408797029778,9.87027045187383
"Loxodonta africana","Female","Samburu",37,0.207152659723939,1,0,0.207152659723939,2.09314999702725,10.1043838868237
"Loxodonta africana","Female","Samburu",38,0.207152659723939,0.972527472527473,0.0274725274725275,0.205172189240864,1.88599733730331,9.10438388682371
"Loxodonta africana","Female","Samburu",39,0.201461652588666,0.841904895275868,0.158095104724132,0.187857109419944,1.68082514806244,8.34315179323116
"Loxodonta africana","Female","Samburu",40,0.169611551524764,0.939597315436242,0.0604026845637584,0.165251737817786,1.4929680386425,8.80227805960797
"Loxodonta africana","Female","Samburu",41,0.159366558479644,0.935714285714286,0.0642857142857143,0.155188877982356,1.32771630082471,8.33121022058277
"Loxodonta africana","Female","Samburu",42,0.149121565434524,0.931352819557958,0.0686471804420424,0.145572816764328,1.17252742284236,7.86289641894342
"Loxodonta africana","Female","Samburu",43,0.138884790424341,0.877115502861167,0.122884497138833,0.131932918929099,1.02695460607803,7.39429136149705
"Loxodonta africana","Female","Samburu",44,0.121818002792813,0.887935812908031,0.112064187091969,0.115891004565604,0.895021687148931,7.34720375174081
"Loxodonta africana","Female","Samburu",45,0.10816656733667,0.989473684210526,0.0105263157894736,0.10816656733667,0.779130682583327,7.20306377254512
"Loxodonta africana","Female","Samburu",46,0.10702797189102,0.914893617021277,0.0851063829787234,0.103111203557987,0.670964115246658,6.26905381267858
"Loxodonta africana","Female","Samburu",47,0.0979192083258271,0.941860465116279,0.0581395348837208,0.0960974556127882,0.56785291168867,5.79919835339287
"Loxodonta africana","Female","Samburu",48,0.0922262310975814,0.962962962962963,0.0370370370370371,0.0908513770969599,0.471755456075882,5.11519825175046
"Loxodonta africana","Female","Samburu",49,0.0888104447606339,1,0,0.0888104447606339,0.380904078978922,4.28895587681779
"Loxodonta africana","Female","Samburu",50,0.0888104447606339,0.821050731573731,0.178949268426269,0.0803873857778145,0.292093634218288,3.28895587681779
"Loxodonta africana","Female","Samburu",51,0.0729178806421069,0.640625,0.359375,0.0594166793044667,0.211706248440474,2.90335164127388
"Loxodonta africana","Female","Samburu",52,0.0467130172863497,0.732700128423226,0.267299871576774,0.0422304056020937,0.152289569136007,3.26010987906166
"Loxodonta africana","Female","Samburu",53,0.0342266337647448,0.866666666666667,0.133333333333333,0.0311781815840981,0.110059163533913,3.2156
"Loxodonta africana","Female","Samburu",54,0.0296630825961122,0.615384615384615,0.384615384615385,0.0241183679262236,0.0788809819498153,2.65923076923077
"Loxodonta africana","Female","Samburu",55,0.0182542046745306,1,0,0.0182542046745306,0.0547626140235917,3
"Loxodonta africana","Female","Samburu",56,0.0182542046745306,1,0,0.0182542046745306,0.0365084093490611,2
"Loxodonta africana","Female","Samburu",57,0.0182542046745306,0,1,0.0182542046745306,0.0182542046745306,1
"Loxodonta africana","Male","ZIMS_1960-1990",0,1,0.846153846153846,0.153846153846154,0.991538461538452,16.8770370079832,16.8770370079832
"Loxodonta africana","Male","ZIMS_1960-1990",1,0.846153846153846,0.885813148788927,0.114186851211073,0.818141637609799,15.8854985464447,18.7737710094347
"Loxodonta africana","Male","ZIMS_1960-1990",2,0.7495342028214,1,0,0.7495342028214,15.0673569088349,20.1022940008852
"Loxodonta africana","Male","ZIMS_1960-1990",3,0.7495342028214,0.979166666666667,0.0208333333333334,0.7495342028214,14.3178227060135,19.1022940008852
"Loxodonta africana","Male","ZIMS_1960-1990",4,0.733918906929288,0.98,0.02,0.733918906929288,13.5682885031921,18.4874491923934
"Loxodonta africana","Male","ZIMS_1960-1990",5,0.719240528790702,1,0,0.719240528790702,12.8343695962628,17.8443359106055
"Loxodonta africana","Male","ZIMS_1960-1990",6,0.719240528790702,1,0,0.719240528790702,12.1151290674721,16.8443359106055
"Loxodonta africana","Male","ZIMS_1960-1990",7,0.719240528790702,1,0,0.719240528790702,11.3958885386814,15.8443359106055
"Loxodonta africana","Male","ZIMS_1960-1990",8,0.719240528790702,1,0,0.719240528790702,10.6766480098907,14.8443359106055
"Loxodonta africana","Male","ZIMS_1960-1990",9,0.719240528790702,0.96551724137931,0.0344827586206898,0.704741805395967,9.95740748110002,13.8443359106055
"Loxodonta africana","Male","ZIMS_1960-1990",10,0.694439131246195,0.966666666666667,0.0333333333333332,0.685958270207879,9.25266567570405,13.3239405145557
"Loxodonta africana","Male","ZIMS_1960-1990",11,0.671291160204655,0.983050847457627,0.0169491525423728,0.671291160204655,8.56670740549617,12.7615376357473
"Loxodonta africana","Male","ZIMS_1960-1990",12,0.65991334393,0.966101694915254,0.0338983050847459,0.650230983498139,7.89541624529152,11.9643227673981
"Loxodonta africana","Male","ZIMS_1960-1990",13,0.637543400067966,0.982758620689655,0.0172413793103448,0.637543400067966,7.24518526179338,11.3642228294121
"Loxodonta africana","Male","ZIMS_1960-1990",14,0.626551272480587,0.981481481481481,0.0185185185185186,0.626551272480587,6.60764186172541,10.5460513001035
"Loxodonta africana","Male","ZIMS_1960-1990",15,0.614948471138354,0.98,0.02,0.614948471138354,5.98109058924482,9.72616547557717
"Loxodonta africana","Male","ZIMS_1960-1990",16,0.602649501715587,0.977777777777778,0.0222222222222223,0.602649501715587,5.36614211810647,8.90425048528283
"Loxodonta africana","Male","ZIMS_1960-1990",17,0.589257290566352,0.933838383838384,0.0661616161616161,0.56344750677059,4.76349261639088,8.08389254176653
"Loxodonta africana","Male","ZIMS_1960-1990",18,0.550271075887467,0.857440592924732,0.142559407075268,0.513992700001495,4.20004510962029,7.63268376926143
"Loxodonta africana","Male","ZIMS_1960-1990",19,0.47182475757828,0.971428571428571,0.0285714285714287,0.47182475757828,3.6860524096188,7.81233360567615
"Loxodonta africana","Male","ZIMS_1960-1990",20,0.4583440502189,0.877873427301107,0.122126572698893,0.424161375567123,3.21422765204052,7.01269635878428
"Loxodonta africana","Male","ZIMS_1960-1990",21,0.402368062248737,0.96551724137931,0.0344827586206896,0.402368062248737,2.7900662764734,6.93411465333605
"Loxodonta africana","Male","ZIMS_1960-1990",22,0.388493301481539,1,0,0.388493301481539,2.38769821422466,6.14604731952662
"Loxodonta africana","Male","ZIMS_1960-1990",23,0.388493301481539,0.769230769230769,0.230769230769231,0.350456893566733,1.99920491274312,5.14604731952662
"Loxodonta africana","Male","ZIMS_1960-1990",24,0.298841001139645,0.75,0.25,0.256455515309107,1.64874801917639,5.51714126538462
"Loxodonta africana","Male","ZIMS_1960-1990",25,0.224130750854734,0.933333333333333,0.0666666666666665,0.224130750854734,1.39229250386728,6.21196555384615
"Loxodonta africana","Male","ZIMS_1960-1990",26,0.209188700797752,0.769230769230769,0.230769230769231,0.191211458320035,1.16816175301255,5.5842488076923
"Loxodonta africana","Male","ZIMS_1960-1990",27,0.16091438522904,0.888888888888889,0.111111111111111,0.16091438522904,0.976950294692512,6.07124274999999
"Loxodonta africana","Male","ZIMS_1960-1990",28,0.14303500909248,0.729166666666667,0.270833333333333,0.138109564285574,0.816035909463472,5.70514809374998
"Loxodonta africana","Male","ZIMS_1960-1990",29,0.1042963607966,1,0,0.1042963607966,0.677926345177899,6.5
"Loxodonta africana","Male","ZIMS_1960-1990",30,0.1042963607966,1,0,0.1042963607966,0.573629984381299,5.5
"Loxodonta africana","Male","ZIMS_1960-1990",31,0.1042963607966,1,0,0.1042963607966,0.469333623584699,4.5
"Loxodonta africana","Male","ZIMS_1960-1990",32,0.1042963607966,1,0,0.1042963607966,0.365037262788099,3.5
"Loxodonta africana","Male","ZIMS_1960-1990",33,0.1042963607966,1,0,0.1042963607966,0.2607409019915,2.5
"Loxodonta africana","Male","ZIMS_1960-1990",34,0.1042963607966,0.5,0.5,0.1042963607966,0.1564445411949,1.5
"Loxodonta africana","Male","ZIMS_1960-1990",35,0.0521481803982999,0,1,0.0521481803982999,0.0521481803982999,1
"Loxodonta africana","Male","ZIMS_1990-2020",0,1,0.918841265548945,0.0811587344510546,0.978554349344237,29.2812214365006,29.2812214365006
"Loxodonta africana","Male","ZIMS_1990-2020",1,0.918841265548945,1,0,0.918841265548945,28.3026670871564,30.8025642168427
"Loxodonta africana","Male","ZIMS_1990-2020",2,0.918841265548945,1,0,0.918841265548945,27.3838258216074,29.8025642168427
"Loxodonta africana","Male","ZIMS_1990-2020",3,0.918841265548945,0.951799789463504,0.048200210536496,0.907904990138798,26.4649845560585,28.8025642168427
"Loxodonta africana","Male","ZIMS_1990-2020",4,0.874552923099866,1,0,0.874552923099866,25.5570795659197,29.2230222904433
"Loxodonta africana","Male","ZIMS_1990-2020",5,0.874552923099866,1,0,0.874552923099866,24.6825266428198,28.2230222904433
"Loxodonta africana","Male","ZIMS_1990-2020",6,0.874552923099866,0.988095238095238,0.0119047619047619,0.874552923099866,23.80797371972,27.2230222904433
"Loxodonta africana","Male","ZIMS_1990-2020",7,0.864141578777248,0.977643046608564,0.0223569533914361,0.857142387272823,22.9334207966201,26.538962318039
"Loxodonta africana","Male","ZIMS_1990-2020",8,0.844822005776923,0.988095238095238,0.0119047619047619,0.844822005776923,22.0762784093473,26.1312776636841
"Loxodonta africana","Male","ZIMS_1990-2020",9,0.834764600946246,0.963693725642236,0.0363062743577637,0.818087189295145,21.2314564035704,25.4340641415598
"Loxodonta africana","Male","ZIMS_1990-2020",10,0.804457408320142,0.987341772151899,0.0126582278481012,0.804457408320142,20.4133692142752,25.375326279737
"Loxodonta africana","Male","ZIMS_1990-2020",11,0.794274403151533,0.973511111111111,0.0264888888888888,0.788278160924008,19.6089118059551,24.6878304628105
"Loxodonta africana","Male","ZIMS_1990-2020",12,0.773234956739164,0.986842105263158,0.0131578947368421,0.773234956739164,18.8206336450311,24.3401225992164
"Loxodonta africana","Male","ZIMS_1990-2020",13,0.763060812571543,0.973852813852814,0.0261471861471861,0.753888069378425,18.0473986882919,23.6513242338727
"Loxodonta africana","Male","ZIMS_1990-2020",14,0.743108919463612,0.973155588020453,0.0268444119795471,0.73116241800879,17.2935106189135,23.2718383078973
"Loxodonta africana","Male","ZIMS_1990-2020",15,0.723160597483854,1,0,0.723160597483854,16.5623482009047,22.9027248698716
"Loxodonta africana","Male","ZIMS_1990-2020",16,0.723160597483854,0.986486486486487,0.0135135135135134,0.723160597483854,15.8391876034208,21.9027248698716
"Loxodonta africana","Male","ZIMS_1990-2020",17,0.713388156977316,1,0,0.713388156977316,15.116027005937,21.1890635667192
"Loxodonta africana","Male","ZIMS_1990-2020",18,0.713388156977316,0.985915492957746,0.0140845070422535,0.713388156977316,14.4026388489597,20.1890635667192
"Loxodonta africana","Male","ZIMS_1990-2020",19,0.703340436456509,0.971014492753623,0.0289855072463767,0.696047917397818,13.6892506919823,19.4631930462437
"Loxodonta africana","Male","ZIMS_1990-2020",20,0.682953757138929,0.955882352941176,0.0441176470588236,0.67089118683784,12.9932027745845,19.0250110476241
"Loxodonta africana","Male","ZIMS_1990-2020",21,0.652823444323976,0.970149253731343,0.0298507462686567,0.642329609509107,12.3223115877467,18.8754121728991
"Loxodonta africana","Male","ZIMS_1990-2020",22,0.63333617732923,1,0,0.63333617732923,11.6799819782376,18.4419939936037
"Loxodonta africana","Male","ZIMS_1990-2020",23,0.63333617732923,0.9375,0.0624999999999998,0.60929018393404,11.0466458009083,17.4419939936037
"Loxodonta africana","Male","ZIMS_1990-2020",24,0.593752666246154,1,0,0.593752666246154,10.4373556169743,17.5786252598439
"Loxodonta africana","Male","ZIMS_1990-2020",25,0.593752666246154,0.952116402116402,0.047883597883598,0.579128349740677,9.84360295072816,16.5786252598439
"Loxodonta africana","Male","ZIMS_1990-2020",26,0.565321652333309,0.933333333333333,0.0666666666666668,0.546508284799226,9.26447460098748,16.3879705699389
"Loxodonta africana","Male","ZIMS_1990-2020",27,0.527633542177755,0.981818181818182,0.0181818181818181,0.527633542177755,8.71796631618825,16.5227674499345
"Loxodonta africana","Male","ZIMS_1990-2020",28,0.51804020504725,1,0,0.51804020504725,8.1903327740105,15.8102261064148
"Loxodonta africana","Male","ZIMS_1990-2020",29,0.51804020504725,0.981132075471698,0.0188679245283019,0.51804020504725,7.67229256896325,14.8102261064148
"Loxodonta africana","Male","ZIMS_1990-2020",30,0.508265861555793,0.937037037037037,0.0629629629629631,0.498054036743367,7.154252363916,14.075807377692
"Loxodonta africana","Male","ZIMS_1990-2020",31,0.476263936939317,0.977272727272727,0.0227272727272728,0.476263936939317,6.65619832717263,13.9758604649941
"Loxodonta africana","Male","ZIMS_1990-2020",32,0.465439756554332,0.976744186046512,0.0232558139534883,0.465439756554332,6.17993439023331,13.2776246618544
"Loxodonta africana","Male","ZIMS_1990-2020",33,0.454615576169348,0.952380952380952,0.0476190476190477,0.449143671556048,5.71449463367898,12.5699490585652
"Loxodonta africana","Male","ZIMS_1990-2020",34,0.432967215399379,1,0,0.432967215399379,5.26535096212293,12.1610846614935
"Loxodonta africana","Male","ZIMS_1990-2020",35,0.432967215399379,0.947368421052632,0.0526315789473684,0.427489029343294,4.83238374672356,11.1610846614935
"Loxodonta africana","Male","ZIMS_1990-2020",36,0.410179467220464,1,0,0.410179467220464,4.40489471738026,10.7389449482431
"Loxodonta africana","Male","ZIMS_1990-2020",37,0.410179467220464,1,0,0.410179467220464,3.9947152501598,9.73894494824313
"Loxodonta africana","Male","ZIMS_1990-2020",38,0.410179467220464,1,0,0.410179467220464,3.58453578293933,8.73894494824313
"Loxodonta africana","Male","ZIMS_1990-2020",39,0.410179467220464,0.873015873015873,0.126984126984127,0.390373867005519,3.17435631571887,7.73894494824313
"Loxodonta africana","Male","ZIMS_1990-2020",40,0.358093185668659,0.944444444444444,0.0555555555555556,0.358093185668659,2.78398244871335,7.77446363162394
"Loxodonta africana","Male","ZIMS_1990-2020",41,0.338199119798178,1,0,0.338199119798178,2.42588926304469,7.1729614923077
"Loxodonta africana","Male","ZIMS_1990-2020",42,0.338199119798178,0.830769230769231,0.169230769230769,0.326462606149953,2.08769014324651,6.1729614923077
"Loxodonta africana","Male","ZIMS_1990-2020",43,0.280965422601563,1,0,0.280965422601563,1.76122753709656,6.268485
"Loxodonta africana","Male","ZIMS_1990-2020",44,0.280965422601563,0.625,0.375,0.251038390613156,1.480262114495,5.268485
"Loxodonta africana","Male","ZIMS_1990-2020",45,0.175603389125977,1,0,0.175603389125977,1.22922372388184,7
"Loxodonta africana","Male","ZIMS_1990-2020",46,0.175603389125977,1,0,0.175603389125977,1.05362033475586,6
"Loxodonta africana","Male","ZIMS_1990-2020",47,0.175603389125977,1,0,0.175603389125977,0.878016945629886,5
"Loxodonta africana","Male","ZIMS_1990-2020",48,0.175603389125977,0.666666666666667,0.333333333333333,0.175603389125977,0.702413556503908,4
"Loxodonta africana","Male","ZIMS_1990-2020",49,0.117068926083985,1,0,0.117068926083985,0.526810167377931,4.5
"Loxodonta africana","Male","ZIMS_1990-2020",50,0.117068926083985,1,0,0.117068926083985,0.409741241293947,3.5
"Loxodonta africana","Male","ZIMS_1990-2020",51,0.117068926083985,1,0,0.117068926083985,0.292672315209962,2.5
"Loxodonta africana","Male","ZIMS_1990-2020",52,0.117068926083985,0.5,0.5,0.117068926083985,0.175603389125977,1.5
"Loxodonta africana","Male","ZIMS_1990-2020",53,0.0585344630419924,0,1,0.0585344630419924,0.0585344630419924,1
"Loxodonta africana","Male","Amboseli",0,1,0.895192713119365,0.104807286880635,0.943429019200381,24.5164120516382,24.5164120516382
"Loxodonta africana","Male","Amboseli",1,0.895192713119365,0.961860041453182,0.0381399585468178,0.878940829345746,23.5729830324378,26.3328584861867
"Loxodonta africana","Male","Amboseli",2,0.861050100149579,0.96601355154729,0.0339864484527097,0.848466565166686,22.694042203092,26.3562389681503
"Loxodonta africana","Male","Amboseli",3,0.831786065305645,0.985337243401759,0.0146627565982406,0.823980448270519,21.8455756379254,26.2634546899966
"Loxodonta africana","Male","Amboseli",4,0.81958978868826,0.973214285714286,0.0267857142857144,0.810564543991395,21.0215951896548,25.6489227657406
"Loxodonta africana","Male","Amboseli",5,0.797636490776967,0.987767584097859,0.0122324159021407,0.79146517480857,20.2110306456635,25.3386484687732
"Loxodonta africana","Male","Amboseli",6,0.787879469483059,0.978328173374613,0.021671826625387,0.777634597124456,19.4195654708549,24.6478886974887
"Loxodonta africana","Male","Amboseli",7,0.77080468221872,0.996835443037975,0.00316455696202533,0.77080468221872,18.6419308737304,24.1850254724331
"Loxodonta africana","Male","Amboseli",8,0.768365426895243,0.987301587301587,0.0126984126984125,0.763584486461228,17.8711261915117,23.2586287279011
"Loxodonta africana","Male","Amboseli",9,0.758608405601336,0.987138263665595,0.0128617363344051,0.752193164100591,17.1075417050505,22.5512155925686
"Loxodonta africana","Male","Amboseli",10,0.748851384307428,0.996742671009772,0.0032573289902279,0.748851384307428,16.3553485409499,21.8405799651103
"Loxodonta africana","Male","Amboseli",11,0.746412128983951,0.990196078431373,0.00980392156862742,0.742948386424613,15.6064971566425,20.9086864355845
"Loxodonta africana","Male","Amboseli",12,0.73909436301352,0.996699669966997,0.00330033003300334,0.73909436301352,14.8635487702178,20.1104886115143
"Loxodonta africana","Male","Amboseli",13,0.736655107690043,0.983443708609271,0.0165562913907286,0.731752204489854,14.1244544072043,19.1737683751286
"Loxodonta africana","Male","Amboseli",14,0.724458831072658,0.983164983164983,0.0168350168350168,0.7183850853172,13.3927022027145,18.4864917484473
"Loxodonta africana","Male","Amboseli",15,0.712262554455273,0.97603892332779,0.0239610766722101,0.705435923384055,12.6743171173973,17.7944453742769
"Loxodonta africana","Male","Amboseli",16,0.695195976777226,0.943871688302505,0.0561283116974952,0.678392913282508,11.9688811940132,17.2165570484143
"Loxodonta africana","Male","Amboseli",17,0.656175800301829,0.955404252821031,0.0445957471789687,0.643763559553107,11.2904882807307,17.2064990442154
"Loxodonta africana","Male","Amboseli",18,0.626913150206612,0.976653696498055,0.0233463035019454,0.620121997637837,10.6467247211776,16.9827745959209
"Loxodonta africana","Male","Amboseli",19,0.612277045532527,0.97211155378486,0.0278884462151395,0.606279291804626,10.0266027235398,16.3759245862617
"Loxodonta africana","Male","Amboseli",20,0.595201590079429,0.967230047756808,0.032769952243192,0.586400081712938,9.42032343173514,15.8271140211134
"Loxodonta africana","Male","Amboseli",21,0.575696862397454,0.970338983050848,0.0296610169491525,0.564768379585841,8.8339233500222,15.3447481253135
"Loxodonta africana","Male","Amboseli",22,0.558621108004309,0.960698689956332,0.0393013100436681,0.550961412462241,8.26915497043636,14.8027971946462
"Loxodonta africana","Male","Amboseli",23,0.536666566641694,0.945474258852074,0.0545257411479262,0.523791224031697,7.71819355797412,14.3817298071545
"Loxodonta africana","Male","Amboseli",24,0.507404424346243,0.932714075156546,0.0672859248434537,0.497230353909628,7.19440233394242,14.1788324830079
"Loxodonta africana","Male","Amboseli",25,0.473263248384446,0.969072164948453,0.0309278350515465,0.467896345567715,6.69717198003279,14.1510501880181
"Loxodonta africana","Male","Amboseli",26,0.458626240702453,0.962765957446808,0.0372340425531915,0.450649071515766,6.22927563446508,13.5824666833804
"Loxodonta africana","Male","Amboseli",27,0.441549731740127,0.977900552486188,0.0220994475138122,0.434206832886327,5.77862656294931,13.0871477153344
"Loxodonta africana","Male","Amboseli",28,0.431791726618798,0.937853107344633,0.0621468926553673,0.419935750396385,5.34441973006298,12.3773092456244
"Loxodonta africana","Male","Amboseli",29,0.404957212535144,0.963855421686747,0.036144578313253,0.39993183989766,4.9244839796666,12.1605044365995
"Loxodonta africana","Male","Amboseli",30,0.390320204853151,0.925,0.075,0.374170706377352,4.52455213976894,11.591898352972
"Loxodonta africana","Male","Amboseli",31,0.361046189489165,0.952702702702703,0.0472972972972974,0.350214803804489,4.15038143339159,11.4954306518616
"Loxodonta africana","Male","Amboseli",32,0.343969680526839,0.971631205673759,0.0283687943262411,0.338627172722912,3.8001666295871,11.0479697622377
"Loxodonta africana","Male","Amboseli",33,0.334211675405511,0.963557311770911,0.0364426882290886,0.3286334314802,3.46153945686419,10.3573265436169
"Loxodonta africana","Male","Amboseli",34,0.322032103516186,0.946969696969697,0.053030303030303,0.31222476218183,3.13290602538399,9.72855187783014
"Loxodonta africana","Male","Amboseli",35,0.304954643481237,0.936,0.064,0.297464957437338,2.82068126320216,9.24951078298863
"Loxodonta africana","Male","Amboseli",36,0.285437546298438,0.948717948717949,0.0512820512820512,0.280753442974567,2.52321630576482,8.83981921259469
"Loxodonta africana","Male","Amboseli",37,0.270799723411339,0.900900900900901,0.099099099099099,0.254820100092921,2.24246286279025,8.28089052138359
"Loxodonta africana","Male","Amboseli",38,0.24396371478499,0.98,0.02,0.241280113922355,1.98764276269733,8.14728847873579
"Loxodonta africana","Male","Amboseli",39,0.23908444048929,0.86734693877551,0.13265306122449,0.222299736912083,1.74636264877498,7.30437599870999
"Loxodonta africana","Male","Amboseli",40,0.207369157567241,0.917790463583464,0.0822095364165356,0.196263784176278,1.52406291186289,7.34951585733622
"Loxodonta africana","Male","Amboseli",41,0.190321435256551,1,0,0.190321435256551,1.32779912768661,6.97661367410748
"Loxodonta africana","Male","Amboseli",42,0.190321435256551,0.846153846153846,0.153846153846154,0.180341759997586,1.13747769243006,5.97661367410748
"Loxodonta africana","Male","Amboseli",43,0.161041214447851,0.93939393939394,0.0606060606060606,0.157210385558713,0.957135932432478,5.9434222209149
"Loxodonta africana","Male","Amboseli",44,0.151281140844951,0.903225806451613,0.0967741935483871,0.144619890610971,0.799925546873765,5.28767526742554
"Loxodonta africana","Male","Amboseli",45,0.136641030440601,0.804182032590051,0.195817967409949,0.121243726186678,0.655305656262794,4.79581904607828
"Loxodonta africana","Male","Amboseli",46,0.109884261594921,1,0,0.109884261594921,0.534061930076117,4.86022222222223
"Loxodonta africana","Male","Amboseli",47,0.109884261594921,0.755555555555556,0.244444444444444,0.0935481347044762,0.424177668481196,3.86022222222223
"Loxodonta africana","Male","Amboseli",48,0.0830236643161627,0.735294117647059,0.264705882352941,0.074281760838167,0.33062953377672,3.98235294117648
"Loxodonta africana","Male","Amboseli",49,0.0610468119971785,0.92,0.0800000000000001,0.0567246977077778,0.256347772938553,4.19920000000001
"Loxodonta africana","Male","Amboseli",50,0.0561630670374042,0.739130434782609,0.260869565217391,0.0504490854344691,0.199623075230775,3.55434782608698
"Loxodonta africana","Male","Amboseli",51,0.0415118321580814,0.470588235294118,0.529411764705882,0.031964110761723,0.149173989796306,3.59352941176471
"Loxodonta africana","Male","Amboseli",52,0.0195349798390971,1,0,0.0195349798390971,0.117209879034583,6
"Loxodonta africana","Male","Amboseli",53,0.0195349798390971,1,0,0.0195349798390971,0.0976748991954856,5
"Loxodonta africana","Male","Amboseli",54,0.0195349798390971,1,0,0.0195349798390971,0.0781399193563885,4
"Loxodonta africana","Male","Amboseli",55,0.0195349798390971,1,0,0.0195349798390971,0.0586049395172914,3
"Loxodonta africana","Male","Amboseli",56,0.0195349798390971,1,0,0.0195349798390971,0.0390699596781942,2
"Loxodonta africana","Male","Amboseli",57,0.0195349798390971,0,1,0.0195349798390971,0.0195349798390971,1
"Loxodonta africana","Male","Samburu",0,1,0.921895465746448,0.0781045342535519,0.963566531962902,18.5931936327907,18.5931936327907
"Loxodonta africana","Male","Samburu",1,0.921895465746448,0.926311430714973,0.0736885692850268,0.886302945639519,17.6296271008278,19.1232387573935
"Loxodonta africana","Male","Samburu",2,0.853962307845239,0.927075022021922,0.072924977978078,0.825903225619765,16.7433241551883,19.6066313482101
"Loxodonta africana","Male","Samburu",3,0.791687125351516,0.941359488620385,0.0586405113796155,0.76861501087325,15.9174209295685,20.1056963285857
"Loxodonta africana","Male","Samburu",4,0.745262187468246,0.954434941854791,0.0455650581452086,0.728430380980128,15.1488059186953,20.326814070841
"Loxodonta africana","Male","Samburu",5,0.71130427256283,0.982484076433121,0.0175159235668789,0.704406433359155,14.4203755377152,20.2731462384705
"Loxodonta africana","Male","Samburu",6,0.698845121291825,0.954621830365519,0.0453781696344809,0.683736469568758,13.715969104356,19.6266221033379
"Loxodonta africana","Male","Samburu",7,0.667132808829615,0.972844000877952,0.0271559991220482,0.657542303016288,13.0322326347872,19.5346900381805
"Loxodonta africana","Male","Samburu",8,0.649016150858748,0.991273996509599,0.00872600349040131,0.645703110298082,12.374690331771,19.0668449704947
"Loxodonta africana","Male","Samburu",9,0.643352833661028,0.982394366197183,0.017605633802817,0.639790092296644,11.7289872214729,18.2310337466434
"Loxodonta africana","Male","Samburu",10,0.632026199265587,1,0,0.632026199265587,11.0891971291762,17.5454706498905
"Loxodonta africana","Male","Samburu",11,0.632026199265587,0.989247311827957,0.010752688172043,0.629047294419587,10.4571709299106,16.5454706498905
"Loxodonta africana","Male","Samburu",12,0.625230218628323,1,0,0.625230218628323,9.82812363549106,15.7192076497082
"Loxodonta africana","Male","Samburu",13,0.625230218628323,0.981887303879457,0.0181126961205428,0.62226317213001,9.20289341686273,14.7192076497082
"Loxodonta africana","Male","Samburu",14,0.613905613672928,1,0,0.613905613672928,8.58063024473272,13.977116438789
"Loxodonta africana","Male","Samburu",15,0.613905613672928,1,0,0.613905613672928,7.9667246310598,12.977116438789
"Loxodonta africana","Male","Samburu",16,0.613905613672928,0.963110009986679,0.0368899900133206,0.60258212769417,7.35281901738687,11.977116438789
"Loxodonta africana","Male","Samburu",17,0.591258641715412,1,0,0.591258641715412,6.7502368896927,11.4167242784111
"Loxodonta africana","Male","Samburu",18,0.591258641715412,1,0,0.591258641715412,6.15897824797729,10.4167242784111
"Loxodonta africana","Male","Samburu",19,0.591258641715412,0.963608903438197,0.0363910965618034,0.581655465570955,5.56771960626187,9.41672427841108
"Loxodonta africana","Male","Samburu",20,0.569742091391746,0.9205138645203,0.0794861354796998,0.5467704650306,4.98606414069092,8.75144072383899
"Loxodonta africana","Male","Samburu",21,0.524455494326894,0.93954868076898,0.0604513192310202,0.509067718602924,4.43929367566032,8.4645765440171
"Loxodonta africana","Male","Samburu",22,0.492751467816876,0.846097875616562,0.153902124383438,0.453147228053059,3.9302259570574,7.97608168367346
"Loxodonta africana","Male","Samburu",23,0.416915970126801,0.967391304347826,0.0326086956521739,0.409348038929934,3.47707872900434,8.33999889221517
"Loxodonta africana","Male","Samburu",24,0.403320884144406,0.837170815515665,0.162829184484335,0.370982883313629,3.0677306900744,7.60617863015501
"Loxodonta africana","Male","Samburu",25,0.337648473493671,0.91612903187135,0.0838709681286498,0.3248823114086,2.69674780676077,7.98685028502379
